face1,0.1702127659574468
face2,0.17777777777777778
face3,0.044642857142857144
face4,0.01098901098901099
face5,0.0
face6,0.027777777777777776
face7,0.17204301075268819
face8,0.1276595744680851
face9,0.009708737864077669
cat1,0.5408163265306123
cat2,0.52
cat3,0.6521739130434783
cat4,0.9791666666666666
cat5,0.26732673267326734
cat6,0.37254901960784315
cat7,0.30434782608695654
cat8,0.23809523809523808
cat9,0.22330097087378642
house1,0.09375
house2,0.0
house3,0.15
house4,0.07608695652173914
house5,0.030303030303030304
house6,0.04672897196261682
house7,0.0707070707070707
house8,0.020618556701030927
house9,0.07272727272727272
face10,0.0
face11,0.0
face12,0.0
face13,0.0
face14,0.0
face15,0.0
face16,0.0
face17,0.0
face18,0.0
cat10,0.010752688172043012
cat11,0.0
cat12,0.0
cat13,0.0
cat14,0.0
cat15,0.010101010101010102
cat16,0.0
cat17,0.009708737864077669
cat18,0.018018018018018018
house10,0.08
house11,0.02197802197802198
house12,0.0
house13,0.010101010101010102
house14,0.027777777777777776
house15,0.02830188679245283
house16,0.058823529411764705
house17,0.07216494845360824
house18,0.23076923076923078
face19,0.0
face20,0.0
face21,0.0
face22,0.0
face23,0.009708737864077669
face24,0.01904761904761905
face25,0.1956521739130435
face26,0.019417475728155338
face27,0.030612244897959183
cat19,0.12222222222222222
cat20,0.12871287128712872
cat21,0.30526315789473685
cat22,0.02
cat23,0.19791666666666666
cat24,0.03
cat25,0.041666666666666664
cat26,0.01
cat27,0.0
house19,0.0
house20,0.0
house21,0.0
house22,0.0
house23,0.0
house24,0.2222222222222222
house25,0.0
house26,0.0
house27,0.06422018348623854
house28,0.0
house29,0.0
house30,0.0
house31,0.0
house32,0.0
house33,0.0
house34,0.0
house35,0.0
house36,0.01
cat28,0.02127659574468085
cat29,0.010416666666666666
cat30,0.06382978723404255
cat31,0.027777777777777776
cat32,0.0
cat33,0.13513513513513514
cat34,0.0898876404494382
cat35,0.1414141414141414
cat36,0.10891089108910891
face28,0.78
face29,0.8571428571428571
face30,0.9215686274509803
face31,0.5803571428571429
face32,0.9101123595505618
face33,0.6741573033707865
face34,0.26436781609195403
face35,0.22330097087378642
face36,0.23711340206185566
face37,0.2727272727272727
face38,0.1553398058252427
face39,0.32673267326732675
face40,0.3619047619047619
face41,0.2911392405063291
face42,0.2376237623762376
face43,0.28
face44,0.6989247311827957
face45,0.6236559139784946
cat37,0.06862745098039216
cat38,0.12871287128712872
cat39,0.1111111111111111
cat40,0.14705882352941177
cat41,0.10091743119266056
cat42,0.12389380530973451
cat43,0.011111111111111112
cat44,0.008771929824561403
cat45,0.1188118811881188
house37,0.0
house38,0.0
house39,0.0
house40,0.0
house41,0.0
house42,0.0
house43,0.0
house44,0.0
house45,0.01098901098901099
cat46,0.5833333333333334
cat47,0.28846153846153844
cat48,0.06
cat49,0.0761904761904762
cat50,0.11009174311926606
cat51,0.057692307692307696
cat52,0.038834951456310676
cat53,0.07526881720430108
cat54,0.09278350515463918
face46,0.10227272727272728
face47,0.06422018348623854
face48,0.13186813186813187
face49,0.1792452830188679
face50,0.12380952380952381
face51,0.07766990291262135
face52,0.038461538461538464
face53,0.04504504504504504
face54,0.12745098039215685
house46,0.028846153846153848
house47,0.0
house48,0.0
house49,0.0
house50,0.0
house51,0.0
house52,0.0
house53,0.0
house54,0.0
house55,0.06481481481481481
house56,0.0
house57,0.0
house58,0.0
house59,0.0
house60,0.0
house61,0.0
house62,0.0
house63,0.0
face55,0.21649484536082475
face56,0.04672897196261682
face57,0.0
face58,0.037037037037037035
face59,0.09259259259259259
face60,0.0
face61,0.0
face62,0.017391304347826087
face63,0.021052631578947368
cat55,0.18269230769230768
cat56,0.21
cat57,0.09803921568627451
cat58,0.2336448598130841
cat59,0.061855670103092786
cat60,0.039603960396039604
cat61,0.18556701030927836
cat62,0.018518518518518517
cat63,0.18478260869565216
face64,0.08247422680412371
face65,0.2079207920792079
face66,0.10679611650485436
face67,0.07446808510638298
face68,0.02
face69,0.034782608695652174
face70,0.20652173913043478
face71,0.06796116504854369
face72,0.00980392156862745
house64,0.0
house65,0.0
house66,0.0
house67,0.0
house68,0.0
house69,0.0
house70,0.020833333333333332
house71,0.020618556701030927
house72,0.009708737864077669
